SecID	ReqID	NeedID	ReqText	NeedText
3.8.4.1.14	104.5.2	104.2	The Application on the PID shall assist the pedestrian in determining his/her orientation. (Note: Definition of orientation: to understand which street crossing the pedestrian is facing.)	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.15	104.5.3	104.2	The PID application shall provide information to the pedestrian regarding the availability of PED support services at the intersection. (If there is an RSU)	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.16	104.5.4	104.2	"Application shall provide information to the pedestrian indicating the s tatus of the pedestrian signal for the intended crossing including walk time remaining, clearance time remaining, and time until the next walk signal is expected."	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.17	104.5.6	104.2	"The PED Applications shall allow the pedestrian to configure selected parameters and characteristics such as sound volume, voice commands, and walking speeds."	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.18	104.5.8	104.2	The application shall notify the pedestrian if there is a preemption or priority change (TSP) operation taking place which may disrupt the signal timing.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.20	104.5.10	104.2	"The Application shall calculate intersection crossing information based on pedestrian’s origin, destination, departure range, arrival range. (Note: this is for coordination of signal timing phase.)"	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.21	104.5.11	104.2	The PED -SIG Application shall collect the performance data listed in Table G -3.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.22	104.5.13	104.2	The Application shall collect metadata that includes the date and time when system information was generated.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.23	104.5.14	104.2	The PED -SIG application shall receive signal timing and controller status from the RSU through the SPaT message.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.24	104.5.18	104.2	Every PID shall be able to change signing keys per SAE J2945/9 Section 6.6. (Note: the signing will be static during interactions with a single intersection.)	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.25	104.6.2	104.2	The PED -SIG application shall continuously notify the user that it is operating.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.26	104.6.3	104.2	The PED-SIG application shall be able to provide requested information within 10 seconds.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.27	104.6.3.1	104.2	"If the delay will be longer than 10 seconds, then the PED-SIG application shall provide information indicating how long it is expected to complete the operation."	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.28	104.6.4	104.2	The applications shall be able to measure and log the time required to provide the pedestrian the information.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.29	104.6.11	104.2	The PID device shall be able to function in a communication -saturated environment.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.30	104.8.4	104.2	The PID system shall ensure geo -location information is used for PED-SIG application only.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.31	104.8.9	104.2	All data transmitted between the PID and the NYU server shall be encrypted to protect any personal information.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.32	104.8.10	104.2	Data stored by the NYU server or exported for independent evaluation shall be processed to remove any personal information and any attributes including exact location and exact time such th at the data cannot be associated with a particular person or event.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
3.8.4.1.33	104.9.4	104.2	The PID shall use the channel assignments defined in Table F -1.	Need to reduce crashes between vehicles and visually / audibly - impaired pedestrians
4.1.1	401.17.1	401	Each DSRC device shall obtain its time and position from the GNSS per the requirements of J2945/1 Section 6.2.	Need to have trusted communications
4.2.1.1	401.15.3	401	"RSUs shall exceed 802.11 ACK requirements in the following manner: Antenna referenced ACK turnaround time must be in (SIFS -12.5, SIFS+12.5) ns 95% for cable tested non- CSD signals. Note that any RSU employing the NXP based SAF5200 will support this by default. The position provided by the WSA shall be provided by the central system based on the 3D surveyed position."	Need to have trusted communications
4.3.1	401.16.1	401	Devices unable to receive timing information per J2945/1 Section 6.2 shall set their time from an authenticated time reference using the Network Time Protocol Version 4 per Internet Engineering Task Force RFC 5905- 5908.	Need to have trusted communications
4.4.1	401.2.1	401	The device supplier shall provide devices provisioned with valid enrollment certificates.	Need to have trusted communications
4.4.2	401.2.2	401	The device supplier shall provide devices that meet the interface requirements of the USDOT's certification program.	Need to have trusted communications
4.4.3	401.6.3	401	The SCMS shall maintain the blacklist internally.	Need to have trusted communications
4.4.4	401.6.4	401	The back office system shall acquire one SCMS certificate from each installed DSRC device and associate this certificate with the installed DSRC device. (Note: this requirement is temporary and will become obsolete after the SCMS deploys misbehavior detection and reporting features.)	Need to have trusted communications
4.4.5	401.6.5	401	The back office system administrator shall provide a DSRC device’s acquired SCMS certificate when requesting that the SCMS regi stration authority add the associated DSRC device to the Certificate Revocation List (CRL). (Note: this requirement is temporary and will become obsolete after the SCMS deploys misbehavior detection and reporting features.)	Need to have trusted communications
4.4.6	401.14.21	401	Devices shall impleme nt certificate download per the SCMS Interface (detailed requirements to be derived during Phase 2 as the final interface document is not yet published)	Need to have trusted communications
4.4.7	403.1.1	403	The device supplier shall sign the firmware images and manage the certificate management process for the firmware images.	Need to manage CV application life-cycle
4.4.8	403.1.1.1	403	The SCMS certificate shall have a lifespan of 3 years instead of weeks.	Need to manage CV application life-cycle
4.4.9	403.1.1.2	403	The SCMS signature scheme shall provide at least 128- bit security.	Need to manage CV application life-cycle
4.7.1	510.11.1	510	The interface for transferring performance measurement information to the USDOT Research Data Exchange (RDE) shall be negotiated by the NYC CVPD project team and the USDOT RDE operators during the detailed design of the system in Phase 2.	Need to assess all CV applications
4.8.1	510.5.1	510	The NYC CVPD performance monitoring subsystem shall collect hourly weather data observations from the following National Weather Service (NWS) stations in NYC: • Central Park (KNYC) • Kennedy Internation al Airport (KJFK) • LaGuardia Airport (KLGA)	Need to assess all CV applications
4.8.2	510.5.1.1	510	The NYC CVPD performance monitoring subsystem shall obtain the weather data listed in Table G -2.	Need to assess all CV applications
4.9.1	110.4.1	110	Foreign light -duty vehicles shall transmit DSRC BSM messages in accordance with the J2945/1 standard.	
4.9.2	110.4.2	110	"Foreign trucks shall transmit DSRC BSM messages in accordance with the J2945/1 and shall contain the following Part II SupplementalVehicleExtensions objects: classification, and vehicleData (height and mass) as defined in J2735 Section 6 .133."	
4.10.1	102.5.27	102.5	The ASD shall have access to the host vehicle’s brake status.	Need to reduce crashes between vehicles
4.10.2	202.4.1	202	The ASD shall monitor the items in Table E -5 on the in- vehicle network.	Need to manage CV application for the traffic environment
4.10.3	203.12.1	203	"The ASD shall utilize the OBD -II port, J -bus, or CAN bus."	Need to manage CV equipment maintenance
4.10.4	203.12.2	203	"The ASD shall conform to the associated SAE interface requirements for OBD -II port, J-bus, or CAN bus. (Clarification: the intent of this requirement is to prevent the ASD from interfering with other in -vehicle systems.)"	Need to manage CV equipment maintenance
4.10.5	203.12.3	203	The application in the ASD shall collect and process vehicle -related information through a direct connection or a splitter cable. (Note: individual application data needs will be addressed through each application's requirement.)	Need to manage CV equipment maintenance
4.10.6	203.25.1	203	The ASD interface to the CAN bus shall not degrade or interfere with vehicle's normal operation.	Need to manage CV equipment maintenance
4.10.7	203.25.2	203	"The ASD's interface to the CAN bus shall not interfere with the vehicle's passenger's safety systems (e.g., restraints and extrication)."	Need to manage CV equipment maintenance
4.10.8	401.3.6	401	The ASD shall carry out plausibility checking on the internal CAN/J -Bus data.	Need to have trusted communications
4.11.1	405.3.1	405	Advanced Traffic Signal Controllers shall use TAI time to issue security credentials.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
4.11.2	405.3.2	405	Advanced Traffic Signal Controllers shall issue messages to DSRC devices with security credentials that meet this document’s IEEE 1609.2 requirements.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
4.11.3	405.3.3	405	Advanced Traffic Signal Controllers shall maintain an authenticated NTP based time reference.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
4.11.4	405.3.4	405	Advanced Traffic Signal Controllers shall export their UTC times (Line Frequency referenced from the traffic signal system) as UTC times referenced from their authenticated NTP based time reference.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
4.12.1	405.4.1	405	The CV system shall export RSU status to the traffic signal system for display on the traffic signal system map.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
4.12.2	405.4.2	405	The CV system shall export RSU RF signal range information to the traffic signal system for display on the traffic signal system map.	"Need to support automatic diagnostics for the system devices (RSU, ASD)"
3.3.1.2	203.20.1	203	The ASD shall prevent incoming messages with invalid conditions per criteria in the IEEE 1609.2 from being acted on.	Need to manage CV equipment maintenance
3.3.1.3	401.1.1	401	The ASD Vehicle Communications wireless link shall have communications security to ensure the authenticity of all its messages in accordance to the standards prescribed by the overall USDOT connected vehicle program.	Need to have trusted communications
3.5.2.8	203.11.1	203	The ASD software components shall accommodate failures in hardware or in adjacent software modules in a way that does not pose hazards.	Need to manage CV equipment maintenance
3.5.2.1.1	102.5.33	102.5	The ASD shall have access to Intersection IDs where the Pedestrian Detection equipment exists.	Need to reduce crashes between vehicles
3.8.4.1.19	104.5.9	104.2	The PED application shall collect DSRC RF receive levels. (Note: this is for analysis of the reliability of the RSU to PED messages and the PED to RSU messages.	Need to reduce crashes between vehicles and visually / audibly-impaired pedestrians
3.2.1.2	110.2.3	110	All NYC CVPD ASDs shall utilize the same GPS time source and common accuracy configuration as the NYC CVPD Infrastructure.	
3.5.2.1.2	201.5.1	201	The ASD shall provide the alerts to the driver without ambiguity.	Need to have privacy
