NeedID	ReqID	ReqTitle	ReqText	JustForReq	SourceJust	VerMethod
401	401.14.10	SMOC - Device security classes: common requirements	The OS on the device shall maintain an Access Control List (ACL) for which applications on the host may use each private key in the HSM.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.3	Test
401	401.14.11	SMOC - Device security classes: common requirements	The OS shall not permit keys designated as private to be read from the HSM.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.3	Test
401	401.14.12	SMOC - Device security classes: common requirements	The validation of signed software shall require use of a verification key that is protected by local hardware to a level equivalent to FIPS 140-2 at the level appropriate for the device.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.3.4	Test
401	401.14.13	SMOC - Device security classes: common requirements	All cryptographic software and firmware for the HSM shall be developed and installed in a form that protects the software and firmware source and executable code from unauthorized disclosure and modification.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.4.1	Inspect
401	401.14.14	SMOC - Device security classes: common requirements	"The HSM operating system shall prevent all operators and executing processes from modifying executing cryptographic processes (i.e., loaded and executing cryptographic program images). In this case, executing processes refer to all non-operating system processes (i.e., operator -initiated), cryptographic or not."	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.4.1	Demo
401	401.14.15	SMOC - Device security classes: common requirements	The HSM operating system shall prevent operators and executing processes from reading cryptographic software stored within the cryptographic boundary.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.1.4.1	Demo
401	401.14.16	SMOC - Device security classes: common requirements	The device shall provide tamper evidence to detect tampering of the device (e.g. opening of the case).	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.2	Inspect
401	401.14.17	SMOC - Device security classes: common requirements	All unused media ports (e.g. USB) shall be sealed.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.2	Inspect
401	401.14.18	SMOC - Device security classes: common requirements	There shall be no removable media.	Ensure appropriate level of security for operations	Security Management Operating Concept section 6.2	Inspect
401	401.14.19	SMOC - 1609.2 security management	The certificate management service shall start requesting a new certificate or batch of pseudonym certificates a day before the expiry of the current certificate or batch.	Protect receivers from false messages	Security Management Operating Concept section 8.2.1.1	Test
401	401.14.20	SMOC - 1609.2 verification	"When verifying, the device shall require that 1609.2 signed messages are signed by a certificate that is protected from modification by, or chains back to a certificate that is protected from modification by, the secure boot process."	Protect receivers from false messages	"Security Management Operating Concept section 5.2.2.2, 6.1.3.2"	Test
401	401.14.21	SMOC - ASD: ASD Certificate Update	Devices shall implement certificate download per the SCMS Interface (detailed requirements to be derived during Phase 2 as the final interface document is not yet published)	"Need to enable secure, reliable credential update"	Security Management Operating Concept section 7.2.6	Test
401	401.14.22	SMOC - Secure message transmission	A device shall not create or transmit messages for any usage scenario if the usage scenario requires it to use 1609.2 certificates and it does not currently have valid certificates for that usage scenario.	"Enable secure, reliable credential update"	Security Management Operating Concept section 7.2.6	Demo
401	401.14.23	SMOC - 1609.2 verification	"A device shall verify a DSRC message when any of the following conditions is met: A) A device identifies the message as containing a new DE_TemporaryID value. B) The message results in the issuance of issue either advisory, warning, or alert. C) The remote vehicle constitutes a potential threat (define potential threat as a vehicle that may collide with the host vehicle based on the both vehicle’s speeds and trajectories) D) The host vehicle constitutes a threat to a pedestrian using a DSRC equipped Personal Information Device. E) Other potential threat situations such as infrastructure size restrictions, speed compliance, red light violations, and other safety applications. F) Other situations as identified during the Phase 2 Design. Note: Verification consists of meeting the IEEE 1609.2 requirements specified herein this document and the associated message’s Security Profile (to be provided in Phase 2)."	Protect receivers from false messages	Security Management Operating Concept section 5.3.4	Demo
401	401.15.3	Roadside Unit	"RSUs shall exceed 802.11 ACK requirements in the following manner: Antenna referenced ACK turnaround time must be in (SIFS -12.5, SIFS+12.5) ns 95% for cable tested non -CSD signals. Note that any RSU employing the NXP based SAF5200 will support this by default. The position provided by the WSA shall be provided by the central system based on the 3D surveyed position."	Need ID 401: Need to have trusted communications		Demo
401	401.16.1	Common CV Equipment	Devices unable to receive timing information per J2945/1 Section 6.2 shall set their time from an authenticated time reference using the Network Time Protocol Version 4 per Internet Engineering Task Force RFC 5905 -5908.	Need ID 401: Need to have trusted communications	SAE J2945/1	Demo
401	401.17.1	Common CV Equipment	Each DSRC device shall obtain its time and position from the GNSS per the requirements of J2945/1 Section 6.2.	Need ID 401: Need to have trusted communications	SAE J2945/1	Demo
402	402.1.1	Durability: DSRC Device Mode	The ASD shall revert to a fail -safe mode as specified in Table F -2 when unable to perform its normal operations.	Need ID 402: Need to manage equipment health	NYC CVPD Safety Management Plan	Test
402	402.1.2	Durability: DSRC Device Mode	The RSU shall revert to a fail-safe mode as specified in Table F -2 when unable to perform its normal operations.	Need ID 402: Need to manage equipment health	NYC CVPD Safety Management Plan	Test
402	402.1.3	Durability: DSRC Device Mode	The ASD shall report a self -diagnosed failure of itself or one of its software modules (1) to an RSU attempting to install new firmware or parameters and (2) to a device connected to the ASD's maintenance port.	Need ID 402: Need to manage equipment health	NYC CVPD Safety Management Plan	Demo
402	402.1.4	Durability: DSRC Device Mode	The RSU shall report a self -diagnosed failure through NYCWiN at the TMC.	Need ID 402: Need to manage equipment health	NYC CVPD Safety Management Plan	Demo
402	402.2.2	Durability: Power Disruption	The RSU shall be able to resume normal function within 2 minutes of restoration of power.	Need ID 402: Need to manage equipment health	NYC CVPD Safety Management Plan	Inspect
402	402.3.1	RF Monitoring System Performance	The NYC CVPD performance monitoring subsystem shall measure the RF received range of each ASD.	Need ID 402: Need to manage equipment health	NYC CVPD ConOps	Inspect
402	402.3.2	RF Monitoring System Performance	The NYC CVPD performance monitoring subsystem shall measure the RF monitoring range of the RSU.	Need ID 402: Need to manage equipment health	NYC CVPD ConOps	Inspect
403	403.1.1	Over-the-Air Firmware Updates	The device supplier shall sign the firmware images and manage the certificate management process for the firmware images.	Need ID 403: Need to manage CV application life-cycle	NYC CVPD Security Management Operating Concept	Inspect
403	403.1.1.1	Over-the-Air Firmware Updates	The SCMS certificate shall have a lifespan of years instead of weeks.	Need ID 403: Need to manage CV application life -cycle	NYC CVPD Security Management Operating Concept	Inspect
403	403.1.1.2	Over-the-Air Firmware Updates	The SCMS signature scheme shall provide at least 128-bit security.	Need ID 403: Need to manage CV application life-cycle	NYC CVPD Security Management Operating Concept	Inspect
403	403.2.1	Over-the-Air Firmware Updates	The ASD shall support a secure session protocol through VPN over TLS to the TMC for protecting the firmware download.	Need ID 403: Need to manage CV application life-cycle	NYC CVPD Security Management Operating Concept	Inspect
403	403.2.2	Over-the-Air Firmware Updates	The RSU shall support a secure session protocol through VPN over TLS to the TMC for protecting the firmware download.	Need ID 403: Need to manage CV application life-cycle	NYC CVPD Security Management Operating Concept	Inspect
403	403.3.1	Over-the-Air Firmware Updates	The ASD shall partition enough storage space for its current and new firmware images. This is further amplified to ensure that the ASD has sufficient memory to allow the update of all firmware (OS and all applications) and all logs present – such that it can continue to operate properly prior to the changeover to the new version.	Need ID 403: Need to manage CV application life-cycle	NYC CVPD Security Management Operating Concept	Inspect
403	403.4.1	Over-the-Air Firmware Updates	The ASD shall implement a download protocol that permits resumption of incomplete downloads instead of requiring an incomplete download to be restarted.	Need ID 403: Need to manage CV application life-cycle	NYC CVPD Security Management Operating Concept	Test
403	403.4.2	Over-the-Air Firmware Updates	The RSU shall implement a download protocol that permits resumption of incomplete downloads instead of requiring an incomplete download to be restarted.	Need ID 403: Need to manage CV application life -cycle	NYC CVPD Security Management Operating Concept	Test
404	404.1.1	Aftermarket Safety Device	The ASD shall include a threat arbitrator for advisories and alerts presented to the driver in cases where multiple safety advisories are indicated simultaneously.	Need ID 404: Need to manage CV application interrelationship	FHWA -JPO-13-061	Test 
404	404.1.2	Aftermarket Safety Device	The ASD shall incorporate a prioritization scheme as defined in the current version of J2735 for messages such that safety -enhancing messages will have priority over non-safety -enhancing messages.	Need ID 404: Need to manage CV application interrelationship	"FHWA -JPO-13-059, SAE J2735 (current version)"	Inspect
404	404.2.1	Aftermarket Safety Device	The CV applications in the ASD shall run concurrently.	Need ID 404: Need to manage CV application interrelationship	"NYC CVPD Safety Management Plan, ASD specification (current version)"	Test
404	404.2.2	Aftermarket Safety Device	The CV applications shall prioritize alerts based on GPS location accuracy to prevent false and missed alarms from being triggered.	Need ID 404: Need to manage CV application interrelationship	"NYC CVPD Safety Management Plan, ASD specification (current version)"	Test
404	404.3.1	Aftermarket Safety Device	"The ASD shall determine the threat arbitration rules for addressing multiple events occurring nearly simultaneously by the specific vehicle type (light -duty, bus, truck/commercial vehicle)."	Need ID 404: Need to manage CV application interrelationship	NYC CVPD Safety Management Plan	Demo
405	405.1.1	ASD RF Monitoring	"The ASD shall allow recording of the RF signal level for any message received. (For example, clarification: when the ASD hears a BSM from another vehicle, it will measure and record the RF level of the received message.)"	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Demo
405	405.1.2	ASD RF Monitoring	"The ASD shall record the first BSM it hears from each unique ASD ID along with its own location (X,Y,Z) and RF level information."	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.1.3	ASD RF Monitoring	"The ASD shall record the first MAP message it hears from each RSU ID along with the contents of its own location (X,Y,Z) at the time and the RF level."	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.1.4	ASD RF Monitoring	The ASD shall record the first SPaT message it hears from each RSU along with the contents of its own location (X,Y,Z) at the time and the RF level.	Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)	NYC CVPD ConOps	Test 
405	405.1.5	ASD RF Monitoring	The A SD shall record the last MAP message it hears from each RSU along with the contents of its own location (X,Y,Z) at the time and the RF level.	Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)	NYC CVPD ConOps	Test
405	405.1.6	ASD RF Monitoring	"The ASD shall record the last SPaT message it hears from each RSU along with the contents of its own location (X,Y,Z) at the time of receipt and the RF level."	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.1.7	ASD RF Monitoring	The ASD RF Log Entries shall be stored in the ASD local memory.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Inspect
405	405.1.8	ASD RF Monitoring	The ASD RF log entries shall be purged after 7 days.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Demo
405	405.1.9	ASD RF Monitoring	"The ASD RF log space shall be sufficient to store 7 days of interactions with 3,000 ASDs and 450 RSUs, equivalent to about 2,000 entries per day."	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Analysis
405	405.1.10	ASD RF Monitoring	"If the ASD RF log files exceed the space allocated (Req 405.1.9), then the oldest data shall be written over without damaging newer log files. (Note: the ASD Ethernet port will be fully blocked after certification testing.)"	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Inspect
405	405.1.11	ASD RF Monitoring	"The following requirements shall apply to the ASD RF data monitoring, uploading, and purging."	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.1.11.1	ASD RF Monitoring	The ASD shall monitor the control channel (178) when the ASD encounters an RSU that supports the RF data upload.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.1.11.2	ASD RF Monitoring	The ASD shall upload the contents of the RF logs to the back office systems.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.1.11.3	ASD RF Monitoring	The ASD shall purge the logs after they have been acknowledged by the RSU.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.1.12	ASD RF Monitoring	The ASD shall authenticate all transactions to retrieve the RF logs.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.1	RSU RF Monitoring	The static RSU shall record the first BSM message it hears from each ASD along with the time and the RF level.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.2	RSU RF Monitoring	The static RSU shall record the last BSM message it hears from each ASD along with the time and the RF level.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.3	RSU RF Monitoring	The RSU shall upload the data to the back office system whenever its buffers are full or more than 60 minutes old.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.4	RSU RF Monitoring	"Once the RF log data is received and acknowledged by the back office system, it shall be purged from the RSU."	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.5	RSU RF Monitoring	The RSU s hall authenticate all transactions to retrieve its RF logs.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.6	RSU RF Monitoring	"The RSU shall allow recording of the RF signal level for any message received. (For example, clarification: when the RSU hears a BSM from any vehicle, it shall be able to measure and record the RF level of the received message.)"	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.7	RSU RF Monitoring	The mobile RSU shall record the first BSM message it hears from each ASD along with the time and the RF level only when it is stopped.	"Need ID 405: Need to support automatic diagnostics for the system de vices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.2.8	RSU RF Monitoring	The mobile RSU shall record the last BSM message it hears from each ASD along with the time and the RF level only when it is stopped.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"	NYC CVPD ConOps	Test
405	405.3.1	Advanced Traffic Signal Controller	Advanced Traffic Signal Controllers shall use TAI time to issue security credentials.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"		Test
405	405.3.2	Advanced Traffic Signal Controller	Advanced Traffic Signal Controllers shall issue messages to DSRC devices with security credentials that meet this document’s IEEE 1609.2 requirements.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"		Test
405	405.3.3	Advanced Traffic Signal Controller	Advanced Traffic Signal Controllers shall maintain an authenticated NTP based time reference.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"		Test
405	405.3.4	Advanced Traffic Signal Controller	Advanced Traffic Signal Controllers shall export their UTC times (Line Frequency referenced from the traffic signal system) as UTC times referenced from their authenticated NTP based time reference.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"		Test
405	405.4.1	Roadside Unit	The CV system shall export RSU status to the traffic signal system for display on the traffic signal system map.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"		Test
405	405.4.2	Roadside Unit	The CV system shall export RSU RF signal range information to the traffic signal system for display on the traffic signal system map.	"Need ID 405: Need to support automatic diagnostics for the system devices (RSU, ASD)"		Test
501	501.2.1	Event Data Recording	The ASD shall include a general purpose event recording application.	Need ID 501: Need to collect detailed information when a warning is issued SAE J2945/1;	NYC CVPD Performance Measurement Plan	Inspect
501	501.2.1.1	Event Data Recording	The ASD shall include a rotating 5 minute log of the raw data listed in Table G-4.	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Test
501	501.2.1.2	Event Data Recording	"Once the log has accumulated 5 minutes of data, it shall replace the oldest data with new data such that it always keeps the most recent 5 minutes of data to a 100 ms accuracy."	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Test
501	501.2.1.3	Event Data Recording	Each log entry shall include a UTC time stamp accurate to 10 milliseconds.	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Demo
501	501.2.1.4	Event Data Recording	Each log entry shall include the BSM data for the host vehicle regardless of whether the data has changed.	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Inspect
501	501.2.1.5	Event Data Recording	"Each log entry shall include the peak accelerometer values since last entry. Clarification: accelerometer entries are added to the log whenever the value changes or at 1 second intervals whichever is shorter but not more rapidly than 10 times per second. Thus, the accelerometer entries show the times at which the value changed with a time stamp but no values are lost to the resolution of 1 second."	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Demo
501	501.2.1.6	Event Data Recording	Each log entry shall include the BSM data for all vehicles that are within a configurable distance (VDIS) from the host vehicle. (Clarification: typical values are expected to be 0-50 meters.)	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Test
501	501.2.1.7	Event Data Recording	A log entry shall be made for each SPaT and MAP message received from two nearest RSUs.	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Demo
501	501.2.2	Event Data Recording	The ASD shall continuously monitor the location of the host vehicle as described in SAE J2945/1.	Need ID 501: Need to collect detailed information when a warning is issued	SAE J2945/1	Demo
501	501.3.1	Event Data Recording	The ASD shall collect log entries into an event record to describe vehicle actions surrounding a CV application event.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Inspect
501	501.3.2	Event Data Recording	The ASD shall log the SAE J2735 BSMs received at 100 millisecond interval before and after an event.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Inspect
501	501.3.3	Event Data Recording	"The ASD shall log the information 5-300 seconds (configurable by type of event, time period, and resolution) before and 20- 50 after the event."	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Demo
501	501.3.4	Event Data Recording	The ASD shall collect less detailed CV probe data for mobility data collection. (See ASD Demonstration Procurement Specification Version 2.2 Appendix L Mobility Data Section b for clarification.)	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Inspect
501	501.3.5	Event Data Recording	The durations shall have the capability of being modified by the CV application that triggers the warning.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Demo
501	501.3.6	Event Data Recording	The safety applications listed in Table C-1 shall implement the most recent event recording parameters supplied externally to the application based on their own recording criteria in Table E -3.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Test
501	501.4.1	Event Data Recording	A safety application shall record events based on the most recently received recording parameters set.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Test
501	501.4.2	Event Data Recording	An application shall trigger an event recording when an alert is triggered.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Test
501	501.4.3	Event Data Recording	The event recording application shall collect pre- and post - trigger information using the host application’s trigger recording times.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Test
501	501.4.4	Event Data Recording	The safety applications shall collect trigger information (event recording data) listed in Table G -1.	Need ID 501: Need to collect detailed information when a warning is issued	NYC CVPD ConOps	Test
502	502.1.1	Event Record Data Collection	"When the event recording receives a triggering input, it shall start the creation of an event record."	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Demo
502	502.1.2	Event Record Data Collection	"Each event record shall indicate the application and the reason that the alarm was created; (Clarification: each triggering event alarm) will notify the ASD logging system to initiate the creation of an event record and will provide some application specific (e.g. application ID, value which caused the trigger) information (up to XX bytes indicating the reason for the event); this data shall be included in the “header” for the event record.)"	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Test
502	502.1.2.1	Event Record Data Collection	The event record data shall be included in the “header” for the event record.	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Test
502	502.1.4	Event Record Data Collection	The before and after times shall be configurable for each different application ID. (Note: different applications may request that the pre and post incident collection times be different from the default.)	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Inspect
502	502.1.5	Event Record Data Collection	The ASD shall accept downloaded parameters to specify the number of seconds to be included in the event record prior to and after the occurrence of the event for each application ID. (Note that the pre -event and post-event collection times may be different values).	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Demo
502	502.1.6	Event Record Data Collection	"The event recording application shall be able to simultaneously create and collect event records for up to 10 concurrent or staggered events. Clarification: as one event is concluded, it makes space for additional events."	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Test
502	502.1.7	Event Record Data Collection	"The ASD shall be able to upload the event records to (through) an R SU when the service is available. (Clarification: this is expected to use IP communications – but is not specified at this time. The RSU’s located in the barn and at choke points are intended to accomplish this upload process, although this could also be added to any or all of the RSU’s.)"	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Demo
502	502.1.9	Event Record Data Collection	"Event records shall be automatically purged whenever the power is applied to the ASD and the time last log entry is more than a configurable number of hours (example: 96 hours). (Clarification: all of the vehicles for the NYC CVPD are fleet vehicles and hence normally return to their “barn” on a daily basis. However, in some cases, if a fleet vehicle is driven “home” and not returned to a location where an RSU can access its logs, the project would like to recover that data when the vehicle returns to the City if possible without compromising privacy.)"	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Test
502	502.1.10	Event Record Data Collection	Log entries shall be inserted in the event log whenever the vehicle engine is running.	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Demo
502	502.1.12	Event Record Data Collection	Event records shall only be decrypted by the central performance analysis software.	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Analysis
502	502.2.1	Mobility Data Collection	"The RSUs shall collect the selected mobility data in accordance with Appendix I, section I.3.2 in the NYC CVPD RSU Procurement Specification and transmit this data to the RSU for traffic signal timing plan optimization and analysis for new timing plan development."	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Inspection
502	502.2.2	Mobility Data Collection	"The RSU shall record the BSM data from the Host Vehicle (HV) in accordance with Appendix I, Section I.3.1, Number 12, in the NYC CVPD RSU Procurement Specification."	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Inspection
502	502.2.3	Mobility Data Collection	"The BSM data shall be recorded based on distance traveled and time in accordance with Appendix I, Section I.3.1, Number 12, in the NYC CVPD RSU Procurement Specification."	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Inspection
502	502.2.4	Mobility Data Collection	"The BSM data time and distance parameters shall be configurable in accordance with Appendix I, Section I.3.2 in the NYC CVPD RSU Procurement Specification."	Need ID 502: Need to collect event recordings	NYC CVPD ConOps	Inspection
503	503.1.1.2	Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the average number of stops.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.1.1.3	Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the average speeds of the vehicles.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Inspect
503	503.1.1.4	Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the reduction in speed limit violations Before and After periods.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Inspect
503	503.1.1.5	Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the speed variations of the vehicles.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Inspect
503	503.1.1.6	Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the driver actions in response to warnings and vehicle trajectories.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.1.2	Speed Compliance	"The NYC CVPD performance monitoring subsystem shall evaluate the change in speed limit adherence, speed variability, and the average segment speed for each vehicle fleet on a given roadway segment for a given time period (cycle length basis) from the Before period to the After period."	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.2.7.1	Curve Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the crash counts and rates of speed- related crashes from police crash databases.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.2.7.2	Curve Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the lateral collision.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.2.7.3	Curve Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the vehicle speeds at curve entry from the Host Vehicle BSM in the event records.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.2.7.4	Curve Speed Compliance	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the number of warnings generated Before and After period.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.2.8	Curve Speed Compliance	The NYC CVPD performance monitoring subsystem shall evaluate whether the number of curve speed violations on each applicable studied roadway segment decreases from the Before period to the After period.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.3.4.1	Speed Compliance / Work Zone	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the average speed of triggered events at work zone compared to posted speeds.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.3.4.2	Speed Compliance / Work Zone	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the vehicle speed limit violations in variable speed zone areas Before and/or After periods or wi th/without CV.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.3.4.3	Speed Compliance / Work Zone	The NYC CVPD performance monitoring subsystem shall utilize the data from the crash databases and measure the work zone related crash counts and rates in reduced speed zones.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.3.4.4	Speed Compliance / Work Zone	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure time to collision for instantaneous safety in reduced speed zones.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
503	503.3.5	Speed Compliance / Work Zone	The NYC CVPD performance monitoring subsystem shall evaluate whether the number of work zone speed violations on each applicable studied roadway segment decrease from the Before period to the After period and with/without CV.	Need ID 503: Need to assess speed compliance	NYC CVPD ConOps	Demo
504	504.1.1	Common V2V Applications	The NYC CVPD performance monitoring subsystem shall post -process the data surrounding the V2V application events.	Need ID 504: Need to assess vehicle-vehicle crashes	NYC CVPD Performance Measurement Plan	Test
504	504.1.1.1	Common V2V Applications	"The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the fatality, injury, and property damage only (PDO) crash rates from external crash database sources."	Need ID 504: Need to assess vehicle-vehicle crashes	NYC CVPD Performance Measurement Plan	Test
504	504.1.2	Common V2V Applications	The NYC CVPD performance monitoring subsystem shall evaluate the change in the number of reportable vehicle -to-vehicle crashes from the Before period to the Pilot period.	Need ID 504: Need to assess vehicle-vehicle crashes	NYC CVPD Performance Measurement Plan	Test
504	504.2.5.1	Vehicle Turning Right in Front of a Transit Vehicle	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the bus / right-turn related crash counts and rates.	Need ID 504: Need to assess vehicle-vehicle crashes		Inspect
504	504.2.5.2	Vehicle Turning Right in Front of a Transit Vehicle	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure right -turn related conflicts between a bus and another vehicle.	Need ID 504: Need to assess vehicle-vehicle crashes		Inspect
504	504.2.6	Vehicle Turning Right in Front of a Transit Vehicle	The NYC CVPD performance monitoring subsystem shall evaluate the change in the number of bus / right -turn vehicle crashes from the Before period to the Pilot period.	Need ID 504: Need to assess vehicle-vehicle crashes		Inspect
504	504.3.4.1	Red Light Violation Warning	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the red light violation counts and rates.	Need ID 504: Need to assess vehicle-vehicle crashes		Demo
504	504.3.4.2	Red Light Violation Warning	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the crash counts and rates related to red light violation.	Need ID 504: Need to assess vehicle-vehicle crashes		Demo
504	504.3.5	Red Light Violation Warning	The NYC CVPD performance monitoring subsystem shall evaluate the change in the number and severity of red light violations at each studied intersection from the Before period and the Pilot period.	Need ID 504: Need to assess vehicle-vehicle crashes		Demo
505	505.1.5.1	Pedestrian in Signalized Intersection Warning	The NYC CVPD performance monitoring subsystem shall utilize the post-processed event data and measure the pedestrian related crash counts and rates.	Need ID 505: Need to assess vehicle-pedestrian crashes		Inspect
